Data,BRL/USD,S&P500,XAU/USD,Crude,CPI,IBOV,IPCA
07/01/1994,0.9625,446.2,386.95,17.57,148.4,3581,148.4
07/04/1994,0.935,446.2,386.95,17.47,148.4,3623,148.4
07/05/1994,0.925,446.4,386.05,17.38,148.4,3581,148.4
07/06/1994,0.91,446.1,383.95,17.06,148.4,3564,148.4
07/07/1994,0.908,448.4,384.65,17.08,148.4,3754,148.4
07/08/1994,0.915,449.6,384.5,17.37,148.4,3905,148.4
07/11/1994,0.92,448.1,387.25,17.96,148.4,4052,148.4
07/12/1994,0.915,447.9,385.6,18.26,148.4,4011,148.4
07/13/1994,0.917,448.7,383.6,18.33,148.4,3920,148.4
07/14/1994,0.922,453.4,384.25,18.59,148.4,3841,148.4
07/15/1994,0.93,454.2,386.05,17.77,148.4,4016,148.4
07/18/1994,0.93,455.2,386,17.38,148.4,4080,148.4
07/19/1994,0.93,453.9,386.7,17.49,148.4,4045,148.4
07/20/1994,0.925,451.6,385.6,17.46,148.4,3875,148.4
07/21/1994,0.931,452.6,384.5,17.68,148.4,4039,148.4
07/22/1994,0.934,453.1,385.05,17.84,148.4,4018,148.4
07/25/1994,0.932,454.2,385.1,17.57,148.4,3987,148.4
07/26/1994,0.932,453.4,387.1,17.65,148.4,3994,148.4
07/27/1994,0.935,452.6,387.65,17.89,148.4,4077,148.4
07/28/1994,0.938,454.2,385.35,18.18,148.4,4150,148.4
07/29/1994,0.936,458.3,383.45,18.59,148.4,4255,148.4
08/01/1994,0.926,461,383.7,18.9,149,4201,150.26
08/02/1994,0.916,460.6,379.6,18.51,149,4152,150.26
08/03/1994,0.909,461.4,378.25,18.44,149,4311,150.26
08/04/1994,0.909,458.4,377.85,18.42,149,4392,150.26
08/05/1994,0.91,457.1,377.95,17.86,149,4355,150.26
08/08/1994,0.898,457.9,377.05,17.87,149,4470,150.26
08/09/1994,0.893,457.9,378,17.85,149,4581,150.26
08/10/1994,0.897,460.3,377.6,17.67,149,4558,150.26
08/11/1994,0.897,458.9,378.9,17.49,149,4513,150.26
08/12/1994,0.902,461.9,376.8,16.95,149,4464,150.26
08/15/1994,0.894,461.2,377.65,16.87,149,4547,150.26
08/16/1994,0.895,465,377.45,16.82,149,4651,150.26
08/17/1994,0.897,465.2,377.45,17.04,149,4744,150.26
08/18/1994,0.894,463.2,381.35,16.55,149,4969,150.26
08/19/1994,0.891,463.7,382.15,16.3,149,5027,150.26
08/22/1994,0.883,462.3,381.75,15.76,149,5138,150.26
08/23/1994,0.884,464.5,381.8,15.95,149,5386,150.26
08/24/1994,0.885,469,384,16.35,149,5304,150.26
08/25/1994,0.886,468.1,383.45,16.36,149,5208,150.26
08/26/1994,0.892,473.8,383.55,16.04,149,5355,150.26
08/29/1994,0.888,474.6,386.8,16.04,149,5214,150.26
08/30/1994,0.887,476.1,386.35,16.24,149,5323,150.26
08/31/1994,0.885,475.5,386.25,16.24,149,5380,150.26
09/01/1994,0.883,473.2,387.05,16.27,149.4,5330,151.79
09/02/1994,0.884,471,387.15,16.32,149.4,5437,151.79
09/05/1994,0.89,471,387.2,15.95,149.4,5318,151.79
09/06/1994,0.883,471.9,388,16.33,149.4,4804,151.79
09/07/1994,0.883,471,389.75,16.53,149.4,4804,151.79
09/08/1994,0.875,473.1,390.45,16.33,149.4,4989,151.79
09/09/1994,0.862,468.2,392,16.22,149.4,5272,151.79
09/12/1994,0.852,466.2,390.9,16.12,149.4,5351,151.79
09/13/1994,0.856,467.5,390.7,15.85,149.4,5511,151.79
09/14/1994,0.855,468.8,388.65,15.42,149.4,5511,151.79
09/15/1994,0.856,474.8,388.15,15.53,149.4,5476,151.79
09/16/1994,0.854,471.2,389.85,15.79,149.4,5288,151.79
09/19/1994,0.852,470.9,390.5,16.22,149.4,5294,151.79
09/20/1994,0.856,463.4,393.75,16.13,149.4,5292,151.79
09/21/1994,0.853,461.5,393.9,16.01,149.4,5177,151.79
09/22/1994,0.853,461.3,396.45,16.48,149.4,5344,151.79
09/23/1994,0.857,459.7,395.95,16.66,149.4,5395,151.79
09/26/1994,0.868,460.8,394.25,16.51,149.4,5453,151.79
09/27/1994,0.864,462.1,397.6,16.37,149.4,5265,151.79
09/28/1994,0.86,464.8,394.4,16.53,149.4,5218,151.79
09/29/1994,0.854,462.2,395.5,16.74,149.4,5277,151.79
09/30/1994,0.852,462.7,394.85,17.15,149.4,5443,151.79
10/03/1994,0.852,461.7,394.8,16.96,149.5,5443,154.41
10/04/1994,0.845,454.6,392.65,16.84,149.5,5484,154.41
10/05/1994,0.843,453.5,391.9,16.77,149.5,5335,154.41
10/06/1994,0.843,452.4,392.35,16.97,149.5,5167,154.41
10/07/1994,0.841,455.1,391.25,16.93,149.5,4979,154.41
10/10/1994,0.832,459,390.65,16.64,149.5,4877,154.41
10/11/1994,0.836,465.8,387.95,16.44,149.5,5032,154.41
10/12/1994,0.836,465.5,388.05,15.84,149.5,5032,154.41
10/13/1994,0.829,467.8,386.85,15.85,149.5,4926,154.41
10/14/1994,0.823,469.1,387.65,15.81,149.5,4945,154.41
10/17/1994,0.842,469,389.95,15.9,149.5,4834,154.41
10/18/1994,0.845,467.7,389,16.16,149.5,4784,154.41
10/19/1994,0.858,470.3,390.3,16.36,149.5,4910,154.41
10/20/1994,0.848,466.9,391.05,16.42,149.5,4759,154.41
10/21/1994,0.852,464.9,390.85,16.26,149.5,4724,154.41
10/24/1994,0.85,460.8,389.65,16.4,149.5,4562,154.41
10/25/1994,0.853,461.5,389.35,16.54,149.5,4344,154.41
10/26/1994,0.852,462.6,389.1,16.87,149.5,4543,154.41
10/27/1994,0.849,465.9,388.1,16.95,149.5,4664,154.41
10/28/1994,0.847,473.8,387.15,17.01,149.5,4707,154.41
10/31/1994,0.844,472.4,384,16.92,149.5,4928,154.41
11/01/1994,0.843,468.4,384.45,17.33,149.7,4745,157.22
11/02/1994,0.843,466.5,384.45,17.59,149.7,4745,157.22
11/03/1994,0.844,467.9,383.55,17.67,149.7,4701,157.22
11/04/1994,0.84,462.3,383.55,17.74,149.7,4508,157.22
11/07/1994,0.835,463.1,382.5,17.38,149.7,4667,157.22
11/08/1994,0.829,465.6,384.15,17.48,149.7,4809,157.22
11/09/1994,0.828,465.4,383.95,17.19,149.7,4782,157.22
11/10/1994,0.839,464.4,385.1,17.26,149.7,4885,157.22
11/11/1994,0.835,462.4,385.25,17.46,149.7,4993,157.22
11/14/1994,0.833,466,384.9,17.29,149.7,4952,157.22
11/15/1994,0.833,465,386.55,17.36,149.7,4952,157.22
11/16/1994,0.83,465.6,386.35,16.45,149.7,4949,157.22
11/17/1994,0.833,463.6,385.45,16.63,149.7,4990,157.22
11/18/1994,0.833,461.5,384.35,16.72,149.7,4874,157.22
11/21/1994,0.832,458.3,383.4,16.95,149.7,4712,157.22
11/22/1994,0.837,450.1,383.65,17.1,149.7,4484,157.22
11/23/1994,0.851,449.9,384.7,17.14,149.7,4495,157.22
11/24/1994,0.851,449.9,384.5,17.15,149.7,4393,157.22
11/25/1994,0.863,452.3,385.05,17.16,149.7,4573,157.22
11/28/1994,0.855,454.2,383.3,17.16,149.7,4399,157.22
11/29/1994,0.847,455.2,383.15,17.11,149.7,4399,157.22
11/30/1994,0.848,453.7,381.25,17.11,149.7,4672,157.22
12/01/1994,0.853,448.9,379.6,16.87,149.7,4656,158.93
12/02/1994,0.855,453.3,376.8,16.19,149.7,4652,158.93
12/05/1994,0.848,453.3,376.05,16.14,149.7,4525,158.93
12/06/1994,0.845,453.1,376.55,16.16,149.7,4631,158.93
12/07/1994,0.843,451.2,376.75,16.06,149.7,4573,158.93
12/08/1994,0.846,445.4,377.3,16.29,149.7,4597,158.93
12/09/1994,0.844,447,377.35,16.26,149.7,4769,158.93
12/12/1994,0.841,449.5,377.95,15.94,149.7,4731,158.93
12/13/1994,0.842,450.1,378,15.96,149.7,4813,158.93
12/14/1994,0.846,455,379.05,15.97,149.7,4835,158.93
12/15/1994,0.847,455.3,380.5,15.87,149.7,4977,158.93
12/16/1994,0.848,458.8,379.25,15.88,149.7,4843,158.93
12/19/1994,0.847,457.9,380,15.86,149.7,4918,158.93
12/20/1994,0.853,457.1,381.85,15.99,149.7,4923,158.93
12/21/1994,0.856,459.6,381.85,15.92,149.7,4799,158.93
12/22/1994,0.859,459.7,380.95,15.95,149.7,4269,158.93
12/23/1994,0.851,459.8,380.35,15.92,149.7,4221,158.93
12/26/1994,0.85,459.8,381,15.92,149.7,4351,158.93
12/27/1994,0.854,462.5,381.6,15.92,149.7,4278,158.93
12/28/1994,0.85,460.9,383.85,16.42,149.7,4114,158.93
12/29/1994,0.846,461.2,382.55,16.42,149.7,4195,158.93
12/30/1994,0.846,459.3,382.85,16.5,149.7,4195,158.93
01/02/1995,0.841,459.3,383.15,16.5,150.3,4354,160.63
01/03/1995,0.843,459.1,379.7,16.09,150.3,4370,160.63
01/04/1995,0.844,460.7,374.55,16.19,150.3,4098,160.63
01/05/1995,0.839,460.3,375.55,16.46,150.3,3968,160.63
01/06/1995,0.841,460.7,371.95,16.5,150.3,4037,160.63
01/09/1995,0.844,460.8,373.3,16.28,150.3,3827,160.63
01/10/1995,0.848,461.7,374.7,16.19,150.3,3628,160.63
01/11/1995,0.848,461.7,376.55,16.63,150.3,3270,160.63
01/12/1995,0.843,461.6,380.2,16.63,150.3,3499,160.63
01/13/1995,0.845,466,378.6,16.38,150.3,3841,160.63
01/16/1995,0.846,469.4,377.75,16.37,150.3,4104,160.63
01/17/1995,0.843,470.1,380.35,16.82,150.3,4056,160.63
01/18/1995,0.845,469.7,382.3,16.93,150.3,4210,160.63
01/19/1995,0.847,466.9,383.25,16.8,150.3,4078,160.63
01/20/1995,0.848,464.8,384.95,16.87,150.3,3809,160.63
01/23/1995,0.85,465.8,381.15,16.64,150.3,3862,160.63
01/24/1995,0.849,465.9,381.6,16.86,150.3,3758,160.63
01/25/1995,0.848,467.4,380.85,16.79,150.3,3758,160.63
01/26/1995,0.843,468.3,381.6,16.67,150.3,3840,160.63
01/27/1995,0.844,470.4,377,16.39,150.3,3927,160.63
01/30/1995,0.842,468.5,376.85,16.57,150.3,3784,160.63
01/31/1995,0.84,470.4,375.05,16.8,150.3,3581,160.63
02/01/1995,0.84,470.4,376.15,16.88,150.9,3885,161.65
02/02/1995,0.838,472.8,376.45,16.89,150.9,3990,161.65
02/03/1995,0.838,478.6,375.95,17.2,150.9,3898,161.65
02/06/1995,0.835,481.1,375.65,17.22,150.9,3944,161.65
02/07/1995,0.835,480.8,374.5,17.07,150.9,3830,161.65
02/08/1995,0.834,481.2,375.65,17.07,150.9,3637,161.65
02/09/1995,0.832,480.2,376.05,17.11,150.9,3556,161.65
02/10/1995,0.834,481.5,376,17.33,150.9,3402,161.65
02/13/1995,0.832,481.6,375.45,17.42,150.9,3308,161.65
02/14/1995,0.833,482.6,376.1,16.75,150.9,3295,161.65
02/15/1995,0.839,484.5,376.35,16.76,150.9,3192,161.65
02/16/1995,0.842,485.2,376.4,16.92,150.9,3069,161.65
02/17/1995,0.841,482,378.45,17.14,150.9,2864,161.65
02/20/1995,0.841,482,379.4,16.97,150.9,3023,161.65
02/21/1995,0.845,482.7,378.35,16.95,150.9,2962,161.65
02/22/1995,0.845,485.1,379.5,16.97,150.9,2793,161.65
02/23/1995,0.845,486.9,379.2,16.84,150.9,2872,161.65
02/24/1995,0.848,488.1,376.6,17.08,150.9,3217,161.65
02/27/1995,0.849,483.8,376.35,17.06,150.9,3217,161.65
02/28/1995,0.849,487.4,376.85,16.87,150.9,3217,161.65
03/01/1995,0.85,485.6,374.9,16.61,151.4,3217,163.2
03/02/1995,0.853,485.1,376.65,16.63,151.4,3271,163.2
03/03/1995,0.856,485.4,376.65,16.87,151.4,2989,163.2
03/06/1995,0.879,485.6,378.9,16.86,151.4,2988,163.2
03/07/1995,0.885,482.1,383.95,16.94,151.4,2867,163.2
03/08/1995,0.885,483.1,379.9,16.78,151.4,2616,163.2
03/09/1995,0.887,483.2,381.4,16.58,151.4,2363,163.2
03/10/1995,0.879,489.6,381.85,16.46,151.4,2138,163.2
03/13/1995,0.879,490.1,385,16.6,151.4,2686,163.2
03/14/1995,0.879,492.9,385.75,16.46,151.4,2671,163.2
03/15/1995,0.892,491.9,386.4,16.57,151.4,3017,163.2
03/16/1995,0.891,495.4,384.4,16.65,151.4,2939,163.2
03/17/1995,0.896,495.5,383.4,16.63,151.4,3142,163.2
03/20/1995,0.909,496.1,382.75,16.84,151.4,2981,163.2
03/21/1995,0.9,495.1,381.95,16.76,151.4,2870,163.2
03/22/1995,0.906,495.7,382.6,17.22,151.4,3006,163.2
03/23/1995,0.906,495.9,383.85,17.26,151.4,3004,163.2
03/24/1995,0.902,501,381.95,17.12,151.4,3146,163.2
03/27/1995,0.908,503.2,381.9,17.31,151.4,3361,163.2
03/28/1995,0.908,503.9,382.6,17.24,151.4,3372,163.2
03/29/1995,0.907,503.1,382.15,17.46,151.4,3256,163.2
03/30/1995,0.895,502.2,385.75,17.39,151.4,3198,163.2
03/31/1995,0.899,500.7,390.75,17.5,151.4,3126,163.2
04/03/1995,0.904,501.9,392.1,17.39,151.9,2979,165.63
04/04/1995,0.895,505.2,391.8,17.56,151.9,2894,165.63
04/05/1995,0.893,505.6,394.7,17.97,151.9,3125,165.63
04/06/1995,0.895,506.1,393.35,18.25,151.9,3180,165.63
04/07/1995,0.894,506.4,392.65,18.23,151.9,3255,165.63
04/10/1995,0.894,507,389.55,18.26,151.9,3193,165.63
04/11/1995,0.901,505.5,390.3,18.63,151.9,3114,165.63
04/12/1995,0.908,507.2,389.95,18.9,151.9,3018,165.63
04/13/1995,0.906,509.2,389.9,17.62,151.9,3018,165.63
04/14/1995,0.906,509.2,391.5,17.62,151.9,3018,165.63
04/17/1995,0.903,506.1,393.6,17.62,151.9,3021,165.63
04/18/1995,0.907,505.4,396.25,18.36,151.9,3113,165.63
04/19/1995,0.914,504.9,394.45,18.5,151.9,3194,165.63
04/20/1995,0.915,505.3,391.9,18.53,151.9,3331,165.63
04/21/1995,0.905,508.5,390.05,18.79,151.9,3331,165.63
04/24/1995,0.919,512.9,390.35,18.55,151.9,3384,165.63
04/25/1995,0.915,512.1,390.05,18.74,151.9,3513,165.63
04/26/1995,0.919,512.7,386.25,18.71,151.9,3699,165.63
04/27/1995,0.914,513.5,389.25,19.07,151.9,3826,165.63
04/28/1995,0.917,514.7,386.75,19.06,151.9,3851,165.63
05/01/1995,0.915,514.3,387.9,19.17,152.2,3851,168.3
05/02/1995,0.908,514.9,389.15,18.67,152.2,3814,168.3
05/03/1995,0.902,520.5,389.6,18.57,152.2,3862,168.3
05/04/1995,0.9,520.5,391.25,18.92,152.2,3976,168.3
05/05/1995,0.899,520.1,391.05,19,152.2,4044,168.3
05/08/1995,0.9,524,389.6,19,152.2,4008,168.3
05/09/1995,0.893,523.6,383.55,18.33,152.2,3914,168.3
05/10/1995,0.894,524.4,383.8,18.44,152.2,4065,168.3
05/11/1995,0.896,524.4,383.25,18.31,152.2,4050,168.3
05/12/1995,0.893,525.5,383.5,18.52,152.2,3951,168.3
05/15/1995,0.889,527.7,384.65,18.75,152.2,3998,168.3
05/16/1995,0.887,528.2,384.5,18.77,152.2,3894,168.3
05/17/1995,0.889,527.1,383.25,18.37,152.2,3835,168.3
05/18/1995,0.887,519.6,383.3,18.29,152.2,3964,168.3
05/19/1995,0.888,519.2,382.25,18.39,152.2,4008,168.3
05/22/1995,0.888,523.6,381.95,18.48,152.2,3950,168.3
05/23/1995,0.888,528.6,383,18.39,152.2,4034,168.3
05/24/1995,0.886,528.6,384,18.13,152.2,4049,168.3
05/25/1995,0.892,528.6,385.4,18,152.2,4100,168.3
05/26/1995,0.902,523.6,385.75,17.36,152.2,4019,168.3
05/29/1995,0.901,523.6,387,17.36,152.2,3905,168.3
05/30/1995,0.907,523.6,384.25,17.6,152.2,3896,168.3
05/31/1995,0.905,533.4,384.1,17.7,152.2,3707,168.3
06/01/1995,0.906,533.5,384.45,17.69,152.5,3721,170.56
06/02/1995,0.901,532.5,383.55,17.94,152.5,3774,170.56
06/05/1995,0.903,535.6,384.3,18.1,152.5,3966,170.56
06/06/1995,0.908,535.5,384.5,17.89,152.5,4063,170.56
06/07/1995,0.909,533.1,386.1,17.98,152.5,3933,170.56
06/08/1995,0.909,532.4,386.5,17.76,152.5,3808,170.56
06/09/1995,0.912,527.9,387.95,17.69,152.5,3818,170.56
06/12/1995,0.915,530.9,387.2,17.66,152.5,3671,170.56
06/13/1995,0.907,536,386.4,17.7,152.5,3705,170.56
06/14/1995,0.906,536.5,387.9,17.87,152.5,3789,170.56
06/15/1995,0.904,537.1,390.95,17.9,152.5,3789,170.56
06/16/1995,0.906,539.8,389.85,17.34,152.5,3665,170.56
06/19/1995,0.909,545.2,391.25,16.71,152.5,3718,170.56
06/20/1995,0.917,545,390.65,16.69,152.5,3696,170.56
06/21/1995,0.918,544,390.35,16.21,152.5,3577,170.56
06/22/1995,0.918,551.1,389.85,16.39,152.5,3632,170.56
06/23/1995,0.918,549.7,389.9,16.45,152.5,3599,170.56
06/26/1995,0.917,544.1,389.45,16.43,152.5,3586,170.56
06/27/1995,0.916,542.4,389.2,16.63,152.5,3537,170.56
06/28/1995,0.916,544.7,387.05,16.83,152.5,3661,170.56
06/29/1995,0.919,543.9,388,16.43,152.5,3715,170.56
06/30/1995,0.919,544.8,384.4,16.38,152.5,3678,170.56
07/03/1995,0.919,547.1,384.75,16.27,152.5,3603,172.92
07/04/1995,0.918,547.1,384.65,16.02,152.5,3594,172.92
07/05/1995,0.923,547.3,384,16.09,152.5,3634,172.92
07/06/1995,0.9235,554,384.5,16.2,152.5,3700,172.92
07/07/1995,0.9235,556.4,385.7,16.05,152.5,3821,172.92
07/10/1995,0.9238,557.2,385.7,16.11,152.5,3962,172.92
07/11/1995,0.924,554.8,385.8,16.06,152.5,3958,172.92
07/12/1995,0.9239,560.9,388.75,16.23,152.5,3889,172.92
07/13/1995,0.925,561,388.45,16.05,152.5,4026,172.92
07/14/1995,0.9245,559.9,388.8,16.06,152.5,4008,172.92
07/17/1995,0.927,562.7,389.2,15.83,152.5,4027,172.92
07/18/1995,0.928,558.5,389.3,15.91,152.5,4016,172.92
07/19/1995,0.9275,551,388.25,15.83,152.5,3919,172.92
07/20/1995,0.928,553.5,385.85,15.6,152.5,3829,172.92
07/21/1995,0.933,553.6,386.35,15.59,152.5,3939,172.92
07/24/1995,0.933,556.6,387.05,15.65,152.5,3862,172.92
07/25/1995,0.935,561.1,385.95,15.73,152.5,3900,172.92
07/26/1995,0.935,561.6,386.5,16.11,152.5,3918,172.92
07/27/1995,0.9363,565.2,383.45,16.11,152.5,3879,172.92
07/28/1995,0.9354,562.9,383.25,16.01,152.5,3913,172.92
07/31/1995,0.935,562.1,382.6,16.01,152.5,3888,172.92
08/01/1995,0.935,559.6,383.1,16.15,152.9,3878,173.91
08/02/1995,0.9349,558.8,383,16.21,152.9,3871,173.91
08/03/1995,0.935,558.8,384.35,16.23,152.9,3918,173.91
08/04/1995,0.9348,558.9,383.75,16.23,152.9,4026,173.91
08/07/1995,0.9346,560,383.9,16.17,152.9,4200,173.91
08/08/1995,0.935,560.4,384.6,16.19,152.9,4394,173.91
08/09/1995,0.9351,559.7,384.7,16.29,152.9,4311,173.91
08/10/1995,0.9349,557.5,384.45,16.31,152.9,4280,173.91
08/11/1995,0.935,555.1,383.6,16.26,152.9,4337,173.91
08/14/1995,0.9409,559.7,384.4,15.96,152.9,4193,173.91
08/15/1995,0.9409,558.6,385.15,15.85,152.9,4081,173.91
08/16/1995,0.941,560,382.7,15.84,152.9,4156,173.91
08/17/1995,0.9415,559,384.45,15.96,152.9,4223,173.91
08/18/1995,0.9412,559.2,384.9,16.04,152.9,4229,173.91
08/21/1995,0.9409,558.1,384.65,16.26,152.9,4235,173.91
08/22/1995,0.9455,559.5,383.25,16.29,152.9,4299,173.91
08/23/1995,0.9459,557.1,383.35,16.26,152.9,4306,173.91
08/24/1995,0.9463,557.5,383.3,16.2,152.9,4471,173.91
08/25/1995,0.9464,560.1,383.05,16.17,152.9,4445,173.91
08/28/1995,0.949,559,383.25,16.17,152.9,4459,173.91
08/29/1995,0.9495,560,382.1,16.19,152.9,4515,173.91
08/30/1995,0.9483,560.9,381.55,16.2,152.9,4368,173.91
08/31/1995,0.949,561.9,382.45,16.25,152.9,4236,173.91
09/01/1995,0.9495,563.8,380.85,16.43,153.2,4310,174.9
09/04/1995,0.9478,563.8,379.8,16.61,153.2,4450,174.9
09/05/1995,0.948,569.2,380.05,16.85,153.2,4520,174.9
09/06/1995,0.948,570.2,380.1,16.66,153.2,4563,174.9
09/07/1995,0.9479,570.3,382.4,16.62,153.2,4563,174.9
09/08/1995,0.9509,572.7,381.65,16.74,153.2,4550,174.9
09/11/1995,0.9513,573.9,382.6,16.74,153.2,4532,174.9
09/12/1995,0.951,576.5,384.95,16.87,153.2,4639,174.9
09/13/1995,0.9523,578.8,384.3,16.78,153.2,4704,174.9
09/14/1995,0.9513,583.6,385.35,16.91,153.2,4737,174.9
09/15/1995,0.9512,583.4,385.15,16.8,153.2,4810,174.9
09/18/1995,0.9517,582.8,385.75,16.84,153.2,4802,174.9
09/19/1995,0.9523,584.2,385.25,16.79,153.2,4851,174.9
09/20/1995,0.9524,586.8,384.1,16.39,153.2,4861,174.9
09/21/1995,0.953,583,384.15,16.12,153.2,4777,174.9
09/22/1995,0.9531,581.7,382.75,15.96,153.2,4694,174.9
09/25/1995,0.953,581.8,382.95,16.08,153.2,4674,174.9
09/26/1995,0.954,581.4,383.75,16,153.2,4579,174.9
09/27/1995,0.9547,581,383.25,16.17,153.2,4544,174.9
09/28/1995,0.9534,585.9,383.35,16.33,153.2,4548,174.9
09/29/1995,0.9529,584.4,383.6,16.12,153.2,4567,174.9
10/02/1995,0.958,581.7,381.95,16.23,153.7,4670,176.31
10/03/1995,0.958,582.3,382.4,16.16,153.7,4538,176.31
10/04/1995,0.9579,581.5,382.85,15.98,153.7,4504,176.31
10/05/1995,0.9579,582.6,382.6,15.61,153.7,4426,176.31
10/06/1995,0.9585,582.5,383.45,15.76,153.7,4499,176.31
10/09/1995,0.958,578.4,385.2,15.96,153.7,4515,176.31
10/10/1995,0.958,577.5,385,16.03,153.7,4457,176.31
10/11/1995,0.9578,579.5,384.65,15.94,153.7,4410,176.31
10/12/1995,0.9577,583.1,384.55,15.83,153.7,4410,176.31
10/13/1995,0.9579,584.5,384.1,16.23,153.7,4501,176.31
10/16/1995,0.958,583,383.75,16.31,153.7,4514,176.31
10/17/1995,0.958,586.8,383.75,16.11,153.7,4550,176.31
10/18/1995,0.9584,587.4,383.75,16.05,153.7,4621,176.31
10/19/1995,0.96,590.6,381.95,15.84,153.7,4602,176.31
10/20/1995,0.9609,587.5,382.35,15.88,153.7,4585,176.31
10/23/1995,0.9609,585.1,382.4,15.94,153.7,4669,176.31
10/24/1995,0.9609,586.5,382.35,16.05,153.7,4564,176.31
10/25/1995,0.9609,582.5,382.75,16.03,153.7,4528,176.31
10/26/1995,0.9622,576.7,382.65,16.25,153.7,4344,176.31
10/27/1995,0.9609,579.7,382.3,16.28,153.7,4060,176.31
10/30/1995,0.9609,583.2,382.15,16.27,153.7,4141,176.31
10/31/1995,0.9614,581.5,382.55,16.33,153.7,4069,176.31
11/01/1995,0.9622,584.2,382.35,16.39,153.6,4128,177.78
11/02/1995,0.962,589.7,382.75,16.64,153.6,4128,177.78
11/03/1995,0.9611,590.6,382.35,16.63,153.6,4100,177.78
11/06/1995,0.9609,588.5,382.55,16.47,153.6,4159,177.78
11/07/1995,0.961,586.3,384.85,16.4,153.6,4094,177.78
11/08/1995,0.961,591.7,385.1,16.62,153.6,4111,177.78
11/09/1995,0.961,593.3,385.75,16.65,153.6,4117,177.78
11/10/1995,0.961,592.7,389.24,16.58,153.6,4113,177.78
11/13/1995,0.9625,592.3,387.25,16.6,153.6,3953,177.78
11/14/1995,0.962,589.3,385.55,16.62,153.6,3787,177.78
11/15/1995,0.962,594,385,16.73,153.6,3787,177.78
11/16/1995,0.9611,597.3,385.75,16.68,153.6,3800,177.78
11/17/1995,0.9613,600.1,386.95,16.93,153.6,4004,177.78
11/20/1995,0.961,596.9,386.55,16.81,153.6,4064,177.78
11/21/1995,0.964,600.2,385.1,16.75,153.6,3966,177.78
11/22/1995,0.9645,598.4,382.8,16.75,153.6,4060,177.78
11/23/1995,0.9655,598.4,382.85,16.74,153.6,4106,177.78
11/24/1995,0.9648,600,383.65,16.79,153.6,4191,177.78
11/27/1995,0.9639,601.3,385.25,17.18,153.6,4082,177.78
11/28/1995,0.964,606.5,388.75,17.14,153.6,4105,177.78
11/29/1995,0.9653,607.6,388.8,17.08,153.6,4050,177.78
11/30/1995,0.966,605.4,387.3,17.04,153.6,4187,177.78
12/01/1995,0.966,607,386.2,17.25,153.5,4379,179.34
12/04/1995,0.966,613.7,386.1,17.45,153.5,4346,179.34
12/05/1995,0.966,617.7,387.1,17.52,153.5,4334,179.34
12/06/1995,0.966,620.2,388.7,17.59,153.5,4281,179.34
12/07/1995,0.966,616.2,389,17.57,153.5,4304,179.34
12/08/1995,0.966,617.5,389.7,17.76,153.5,4319,179.34
12/11/1995,0.966,619.5,388.35,17.52,153.5,4299,179.34
12/12/1995,0.966,618.8,388.2,17.43,153.5,4306,179.34
12/13/1995,0.9662,621.7,386.45,17.94,153.5,4366,179.34
12/14/1995,0.9667,616.9,386.2,18.06,153.5,4370,179.34
12/15/1995,0.9676,616.3,386.25,17.83,153.5,4183,179.34
12/18/1995,0.9664,606.8,387.65,17.88,153.5,4159,179.34
12/19/1995,0.9669,611.9,387.4,17.74,153.5,4056,179.34
12/20/1995,0.9692,605.9,388.75,17.85,153.5,4035,179.34
12/21/1995,0.9685,610.5,387.8,17.8,153.5,4206,179.34
12/22/1995,0.9684,612,387.25,17.82,153.5,4252,179.34
12/25/1995,0.9684,612,387.5,17.82,153.5,4252,179.34
12/26/1995,0.969,614.3,387.65,17.82,153.5,4346,179.34
12/27/1995,0.9712,614.5,386.8,18.35,153.5,4364,179.34
12/28/1995,0.9719,614.1,386.8,18.26,153.5,4346,179.34
12/29/1995,0.9717,615.9,387.1,18.33,153.5,4346,179.34
01/02/1996,0.972,620.7,390.6,18.62,154.4,4299,180.68
01/03/1996,0.9728,621.3,394.35,18.63,154.4,4392,180.68
01/04/1996,0.9719,617.7,394.45,18.68,154.4,4682,180.68
01/05/1996,0.972,616.7,395.5,19.05,154.4,4684,180.68
01/08/1996,0.9719,618.5,396.6,19.22,154.4,4695,180.68
01/09/1996,0.972,609.5,396.35,18.66,154.4,4741,180.68
01/10/1996,0.972,598.5,399.9,18.5,154.4,4654,180.68
01/11/1996,0.9727,602.7,398.45,17.89,154.4,4622,180.68
01/12/1996,0.9727,601.8,396.2,17.41,154.4,4749,180.68
01/15/1996,0.9719,599.8,395.85,17.56,154.4,4847,180.68
01/16/1996,0.972,608.4,398.35,17.76,154.4,4895,180.68
01/17/1996,0.9721,606.4,399.5,17.09,154.4,4847,180.68
01/18/1996,0.9721,608.2,396.75,17.32,154.4,4836,180.68
01/19/1996,0.9739,611.8,399.4,17.12,154.4,4834,180.68
01/22/1996,0.974,613.4,403.3,16.99,154.4,4909,180.68
01/23/1996,0.976,612.8,403.5,16.87,154.4,4897,180.68
01/24/1996,0.979,620,403.1,16.99,154.4,4986,180.68
01/25/1996,0.9759,617,406.75,16.48,154.4,4986,180.68
01/26/1996,0.978,621.6,405.85,16.49,154.4,4945,180.68
01/29/1996,0.978,624.2,406.05,16.22,154.4,4908,180.68
01/30/1996,0.9779,630.1,404.4,16.37,154.4,4938,180.68
01/31/1996,0.978,636,406.45,16.52,154.4,5134,180.68
