Data,BRL/USD,S&P500,XAU/USD,Crude,CPI,IBOV,IPCA
05/12/2011,1.6191,1348.7,1502.85,112.98,225.964,63772,277.75
05/13/2011,1.6356,1337.8,1494.55,113.83,225.964,64003,277.75
05/16/2011,1.6341,1329.5,1489.7,112.73,225.964,63233,277.75
05/17/2011,1.6154,1329,1486.85,109.99,225.964,62830,277.75
05/18/2011,1.6088,1340.7,1497,112.3,225.964,63675,277.75
05/19/2011,1.616,1343.6,1493.6,111.42,225.964,62844,277.75
05/20/2011,1.622,1333.3,1513.55,112.39,225.964,62370,277.75
05/23/2011,1.633,1317.4,1517.2,110.1,225.964,62597,277.75
05/24/2011,1.6239,1316.3,1526.4,112.53,225.964,62350,277.75
05/25/2011,1.6284,1320.5,1525.95,114.93,225.964,63329,277.75
05/26/2011,1.6153,1325.7,1519.05,115.05,225.964,63389,277.75
05/27/2011,1.594,1331.1,1536.65,115.03,225.964,64101,277.75
05/30/2011,1.588,1331.1,1538.45,114.68,225.964,64295,277.75
05/31/2011,1.5795,1345.2,1535.35,116.73,225.964,63961,277.75
06/01/2011,1.5928,1314.5,1540.7,114.53,225.722,64616,277.9
06/02/2011,1.5749,1312.9,1533.9,115.54,225.722,63411,277.9
06/03/2011,1.5755,1300.2,1542.5,115.84,225.722,64216,277.9
06/06/2011,1.5836,1286.2,1544,114.48,225.722,64340,277.9
06/07/2011,1.5803,1284.9,1544.25,116.78,225.722,63072,277.9
06/08/2011,1.5807,1279.6,1537.55,117.85,225.722,63204,277.9
06/09/2011,1.5824,1289,1544.35,119.57,225.722,63037,277.9
06/10/2011,1.5958,1271,1531.9,118.78,225.722,63470,277.9
06/13/2011,1.5827,1271.8,1515.23,119.1,225.722,62701,277.9
06/14/2011,1.5823,1287.9,1524.1,120.16,225.722,62023,277.9
06/15/2011,1.5997,1265.4,1530.7,117.1,225.722,62198,277.9
06/16/2011,1.6019,1267.6,1528.85,114.02,225.722,61602,277.9
06/17/2011,1.5975,1271.5,1539.5,113.21,225.722,60883,277.9
06/20/2011,1.5957,1278.4,1540.45,111.69,225.722,61059,277.9
06/21/2011,1.586,1295.5,1546.2,110.95,225.722,61188,277.9
06/22/2011,1.5909,1287.1,1547.8,114.21,225.722,61420,277.9
06/23/2011,1.5905,1283.5,1520.85,107.26,225.722,61420,277.9
06/24/2011,1.6039,1268.5,1502.15,105.12,225.722,61192,277.9
06/27/2011,1.5935,1280.1,1497,105.99,225.722,61017,277.9
06/28/2011,1.5757,1296.7,1501,108.78,225.722,61216,277.9
06/29/2011,1.5669,1307.4,1512.05,112.4,225.722,62303,277.9
06/30/2011,1.5617,1320.6,1500.1,112.48,225.722,62337,277.9
07/01/2011,1.5568,1339.7,1486.5,111.77,225.922,62404,278.06
07/04/2011,1.5522,1339.7,1495.95,111.39,225.922,63397,278.06
07/05/2011,1.5648,1337.9,1516.3,113.61,225.922,63886,278.06
07/06/2011,1.5687,1339.2,1529.5,113.62,225.922,63039,278.06
07/07/2011,1.5545,1353.2,1532.55,118.59,225.922,62573,278.06
07/08/2011,1.5649,1343.8,1544.25,118.33,225.922,62207,278.06
07/11/2011,1.5796,1319.5,1554.1,117.24,225.922,61502,278.06
07/12/2011,1.579,1313.6,1567.2,117.75,225.922,60220,278.06
07/13/2011,1.5715,1317.7,1582.25,118.78,225.922,59718,278.06
07/14/2011,1.5765,1308.9,1587.25,118.32,225.922,60673,278.06
07/15/2011,1.5741,1316.1,1594.1,117.26,225.922,59679,278.06
07/18/2011,1.5766,1305.4,1605.4,116.05,225.922,59479,278.06
07/19/2011,1.566,1326.7,1588.35,117.06,225.922,58838,278.06
07/20/2011,1.5649,1325.8,1602.1,118.15,225.922,59094,278.06
07/21/2011,1.5522,1343.8,1589.9,117.51,225.922,59120,278.06
07/22/2011,1.5517,1345,1599.25,118.67,225.922,60263,278.06
07/25/2011,1.5397,1337.4,1614.55,117.94,225.922,60264,278.06
07/26/2011,1.5378,1331.9,1619.3,118.28,225.922,59972,278.06
07/27/2011,1.5545,1304.9,1613.5,117.43,225.922,59336,278.06
07/28/2011,1.5665,1300.7,1616.85,117.36,225.922,58297,278.06
07/29/2011,1.5485,1292.3,1626.64,116.74,225.922,58703,278.06
08/01/2011,1.5661,1286.9,1620.1,116.81,226.545,58823,278.43
08/02/2011,1.5655,1254,1659.75,116.46,226.545,58526,278.43
08/03/2011,1.5616,1260.3,1661.2,113.23,226.545,57318,278.43
08/04/2011,1.5868,1200.1,1648.4,107.25,226.545,55999,278.43
08/05/2011,1.5754,1199.4,1665,109.37,226.545,52811,278.43
08/08/2011,1.626,1119.5,1717.35,103.74,226.545,52938,278.43
08/09/2011,1.5886,1172.5,1743.9,102.57,226.545,48671,278.43
08/10/2011,1.6225,1120.8,1795,106.68,226.545,51151,278.43
08/11/2011,1.6267,1172.6,1767.9,108.02,226.545,51398,278.43
08/12/2011,1.6104,1178.8,1746.6,108.03,226.545,53344,278.43
08/15/2011,1.5875,1204.5,1765.5,109.91,226.545,53478,278.43
08/16/2011,1.5892,1192.8,1786.3,109.47,226.545,54651,278.43
08/17/2011,1.5883,1193.9,1788.65,110.6,226.545,54324,278.43
08/18/2011,1.5982,1140.7,1824.35,106.99,226.545,55037,278.43
08/19/2011,1.5993,1123.5,1852.45,108.62,226.545,53135,278.43
08/22/2011,1.6068,1123.8,1898.1,108.36,226.545,52472,278.43
08/23/2011,1.5963,1162.3,1830.15,109.31,226.545,52440,278.43
08/24/2011,1.6127,1177.6,1751.05,110.15,226.545,53787,278.43
08/25/2011,1.6089,1159.3,1771.6,110.62,226.545,53796,278.43
08/26/2011,1.6026,1176.8,1828.55,111.36,226.545,52955,278.43
08/29/2011,1.5907,1210.1,1788.45,111.88,226.545,53356,278.43
08/30/2011,1.5958,1212.9,1835.3,114.02,226.545,54861,278.43
08/31/2011,1.5887,1218.9,1823.8,114.85,226.545,55399,278.43
09/01/2011,1.6195,1204.4,1825.05,114.29,226.889,56498,278.96
09/02/2011,1.641,1174,1884.2,112.33,226.889,58114,278.96
09/05/2011,1.6447,1174,1900.49,110.08,226.889,56521,278.96
09/06/2011,1.6545,1165.2,1873.72,112.89,226.889,54998,278.96
09/07/2011,1.6535,1198.6,1816.96,115.8,226.889,54998,278.96
09/08/2011,1.659,1185.9,1868.76,114.55,226.889,56608,278.96
09/09/2011,1.672,1154.2,1857.81,112.77,226.889,57614,278.96
09/12/2011,1.7032,1162.3,1813.75,112.25,226.889,55773,278.96
09/13/2011,1.7095,1172.9,1833.8,111.89,226.889,55690,278.96
09/14/2011,1.7135,1188.7,1819.7,112.4,226.889,55544,278.96
09/15/2011,1.7045,1209.1,1789.14,115.34,226.889,56287,278.96
09/16/2011,1.7322,1216,1811.95,112.22,226.889,56381,278.96
09/19/2011,1.7992,1204.1,1778.75,109.14,226.889,57208,278.96
09/20/2011,1.7851,1202.1,1803.75,110.54,226.889,57105,278.96
09/21/2011,1.8833,1166.8,1781.79,110.36,226.889,56381,278.96
09/22/2011,1.9028,1129.6,1735.83,105.49,226.889,55981,278.96
09/23/2011,1.8322,1136.4,1656.59,103.97,226.889,53273,278.96
09/26/2011,1.822,1163,1627.35,103.94,226.889,53243,278.96
09/27/2011,1.8037,1175.4,1649.95,107.14,226.889,53751,278.96
09/28/2011,1.8367,1151.1,1608.8,103.81,226.889,53921,278.96
09/29/2011,1.842,1160.4,1614.55,103.95,226.889,53276,278.96
09/30/2011,1.8785,1131.4,1623.75,102.76,226.889,53385,278.96
10/03/2011,1.8925,1099.2,1660.95,101.71,226.421,52319,279.39
10/04/2011,1.857,1124,1624.3,99.79,226.421,50790,279.39
10/05/2011,1.8312,1144,1640.9,102.73,226.421,50683,279.39
10/06/2011,1.78,1165,1650.63,105.73,226.421,51016,279.39
10/07/2011,1.7712,1155.5,1639.45,105.88,226.421,52290,279.39
10/10/2011,1.7619,1194.9,1675.44,108.95,226.421,51244,279.39
10/11/2011,1.7745,1195.5,1663.1,110.73,226.421,53271,279.39
10/12/2011,1.7745,1207.2,1677.2,111.36,226.421,53271,279.39
10/13/2011,1.7503,1203.7,1666.7,111.11,226.421,53836,279.39
10/14/2011,1.7314,1224.6,1679.95,114.68,226.421,54603,279.39
10/17/2011,1.7731,1200.9,1670.65,110.16,226.421,55021,279.39
10/18/2011,1.7519,1225.4,1655.15,111.15,226.421,53915,279.39
10/19/2011,1.7726,1209.9,1641.8,108.39,226.421,55037,279.39
10/20/2011,1.7807,1215.4,1619.1,109.76,226.421,54953,279.39
10/21/2011,1.7743,1238.2,1641.02,109.56,226.421,54014,279.39
10/24/2011,1.7503,1254.2,1652.68,111.45,226.421,55259,279.39
10/25/2011,1.7655,1229,1705.35,110.92,226.421,56885,279.39
10/26/2011,1.7579,1242,1725.75,108.91,226.421,56306,279.39
10/27/2011,1.709,1284.6,1744.45,112.08,226.421,57146,279.39
10/28/2011,1.672,1285.1,1742.95,109.91,226.421,59270,279.39
10/31/2011,1.7167,1253.3,1715.25,109.56,226.421,59512,279.39
11/01/2011,1.7444,1218.3,1720.3,109.54,226.23,58300,279.91
11/02/2011,1.7355,1237.9,1737,109.34,226.23,58300,279.91
11/03/2011,1.7362,1261.2,1763.15,110.83,226.23,57327,279.91
11/04/2011,1.752,1253.2,1754.15,111.97,226.23,58186,279.91
11/07/2011,1.7459,1261.1,1795.86,114.56,226.23,58670,279.91
11/08/2011,1.7318,1275.9,1785,115,226.23,59205,279.91
11/09/2011,1.779,1229.1,1772.24,112.31,226.23,59011,279.91
11/10/2011,1.7609,1239.7,1759.2,113.71,226.23,57561,279.91
11/11/2011,1.7419,1263.8,1788.99,114.16,226.23,57325,279.91
11/14/2011,1.7666,1251.8,1781,111.89,226.23,58539,279.91
11/15/2011,1.7708,1257.8,1781.4,112.39,226.23,58539,279.91
11/16/2011,1.7692,1236.9,1762.35,111.88,226.23,58256,279.91
11/17/2011,1.778,1216.1,1719.1,108.22,226.23,58550,279.91
11/18/2011,1.7856,1215.7,1723.05,107.56,226.23,56989,279.91
11/21/2011,1.8076,1193,1680.85,106.88,226.23,56722,279.91
11/22/2011,1.8179,1188,1699.2,109.03,226.23,56290,279.91
11/23/2011,1.8667,1161.8,1693.3,107.02,226.23,55879,279.91
11/24/2011,1.8975,1161.8,1694.75,107.78,226.23,54978,279.91
11/25/2011,1.891,1158.7,1680.13,106.4,226.23,55271,279.91
11/28/2011,1.8539,1192.5,1712.3,109,226.23,54899,279.91
11/29/2011,1.8445,1195.2,1716.75,110.82,226.23,56028,279.91
11/30/2011,1.8078,1247,1745.7,110.52,226.23,55307,279.91
12/01/2011,1.799,1244.6,1745.25,108.99,225.672,56876,280.41
12/02/2011,1.7907,1244.3,1745.25,109.94,225.672,58147,280.41
12/05/2011,1.7852,1257.1,1721.64,109.81,225.672,57894,280.41
12/06/2011,1.791,1258.5,1728.2,110.81,225.672,58910,280.41
12/07/2011,1.7987,1261,1742.1,109.53,225.672,59534,280.41
12/08/2011,1.8215,1234.3,1708.8,108.11,225.672,58664,280.41
12/09/2011,1.7974,1255.2,1711.1,108.62,225.672,57455,280.41
12/12/2011,1.8434,1236.5,1666.3,107.26,225.672,58235,280.41
12/13/2011,1.8642,1225.7,1632.1,109.5,225.672,57355,280.41
12/14/2011,1.8793,1211.8,1575.1,105.02,225.672,57495,280.41
12/15/2011,1.8597,1215.8,1570.7,105.09,225.672,56647,280.41
12/16/2011,1.8515,1219.7,1597.95,103.35,225.672,56334,280.41
12/19/2011,1.8682,1205.3,1594.1,103.64,225.672,56100,280.41
12/20/2011,1.8445,1241.3,1615.65,106.73,225.672,55301,280.41
12/21/2011,1.8602,1243.7,1615.15,107.71,225.672,56865,280.41
12/22/2011,1.8557,1254,1604.7,107.89,225.672,56656,280.41
12/23/2011,1.8567,1265.3,1606.6,107.96,225.672,57348,280.41
12/26/2011,1.8553,1265.3,1605.82,107.96,225.672,57702,280.41
12/27/2011,1.8609,1265.4,1592.9,109.27,225.672,57666,280.41
12/28/2011,1.8739,1249.6,1553,107.56,225.672,58006,280.41
12/29/2011,1.8652,1263,1546.7,108.01,225.672,56534,280.41
12/30/2011,1.8627,1257.6,1564.3,107.38,225.672,56534,280.41
01/02/2012,1.8708,1257.6,1566.27,107.38,226.665,56755,280.97
01/03/2012,1.8299,1277.1,1604.14,112.13,226.665,57836,280.97
01/04/2012,1.8318,1277.3,1612.4,113.7,226.665,59263,280.97
01/05/2012,1.8432,1281.1,1623,112.74,226.665,59354,280.97
01/06/2012,1.8574,1277.8,1616.85,113.06,226.665,58565,280.97
01/09/2012,1.8326,1280.7,1611.5,112.45,226.665,58601,280.97
01/10/2012,1.799,1292.1,1631.56,113.28,226.665,59090,280.97
01/11/2012,1.8025,1292.5,1641.8,112.24,226.665,59799,280.97
01/12/2012,1.7775,1295.5,1650.1,111.26,226.665,59966,280.97
01/13/2012,1.7844,1289.1,1639.35,110.44,226.665,59918,280.97
01/16/2012,1.7854,1289.1,1643.4,111.2,226.665,59146,280.97
01/17/2012,1.7875,1293.7,1651.74,111.53,226.665,59961,280.97
01/18/2012,1.7649,1308,1661.25,110.66,226.665,60643,280.97
01/19/2012,1.765,1314.5,1657.6,111.55,226.665,61726,280.97
01/20/2012,1.7543,1315.4,1666.9,109.86,226.665,61932,280.97
01/23/2012,1.7547,1316,1677,110.58,226.665,62312,280.97
01/24/2012,1.758,1314.7,1665.2,110.03,226.665,62386,280.97
01/25/2012,1.76,1326,1711.9,109.81,226.665,62386,280.97
01/26/2012,1.75,1318.4,1721.5,110.79,226.665,62486,280.97
01/27/2012,1.7372,1316.3,1738.89,111.46,226.665,62955,280.97
01/30/2012,1.7498,1313,1730.05,110.75,226.665,62902,280.97
01/31/2012,1.7463,1312.4,1739.43,110.98,226.665,62772,280.97
02/01/2012,1.7339,1324.1,1743.6,111.56,227.663,63085,281.42
02/02/2012,1.7193,1325.5,1759.99,112.07,227.663,64569,281.42
02/03/2012,1.716,1344.9,1725.3,114.58,227.663,64589,281.42
02/06/2012,1.7263,1344.3,1720.3,115.93,227.663,65217,281.42
02/07/2012,1.7258,1347,1746.5,116.23,227.663,65213,281.42
02/08/2012,1.7212,1350,1733.55,117.2,227.663,65918,281.42
02/09/2012,1.716,1352,1729.6,118.59,227.663,65831,281.42
02/10/2012,1.7205,1342.6,1719.85,117.31,227.663,65525,281.42
02/13/2012,1.716,1351.8,1722.5,117.93,227.663,63999,281.42
02/14/2012,1.721,1350.5,1720.1,118.16,227.663,65699,281.42
02/15/2012,1.7287,1343.2,1729.01,118.93,227.663,65041,281.42
02/16/2012,1.716,1358,1728.7,120.11,227.663,65364,281.42
02/17/2012,1.7145,1361.2,1722.45,119.58,227.663,66158,281.42
02/20/2012,1.7171,1361.2,1734,120.05,227.663,66158,281.42
02/21/2012,1.717,1362.2,1759.15,121.66,227.663,66158,281.42
02/22/2012,1.7063,1357.7,1777.55,122.9,227.663,66205,281.42
02/23/2012,1.7132,1363.5,1780.1,123.62,227.663,66084,281.42
02/24/2012,1.709,1365.7,1773.49,125.47,227.663,65820,281.42
02/27/2012,1.7069,1367.6,1766.3,124.17,227.663,65938,281.42
02/28/2012,1.6947,1372.2,1785.85,121.55,227.663,65245,281.42
02/29/2012,1.7167,1365.7,1695.2,122.66,227.663,65970,281.42
03/01/2012,1.713,1374.1,1716.55,126.2,229.392,65812,281.63
03/02/2012,1.7301,1369.6,1712.3,123.65,229.392,66810,281.63
03/05/2012,1.7387,1364.3,1706.7,123.8,229.392,67782,281.63
03/06/2012,1.7576,1343.4,1674,121.98,229.392,66962,281.63
03/07/2012,1.7657,1352.6,1684.95,124.12,229.392,65123,281.63
03/08/2012,1.7602,1365.9,1700.65,125.44,229.392,66032,281.63
03/09/2012,1.7904,1370.9,1713.09,125.98,229.392,66908,281.63
03/12/2012,1.799,1371.1,1700.53,125.34,229.392,66687,281.63
03/13/2012,1.7918,1396,1675.5,126.22,229.392,66386,281.63
03/14/2012,1.8049,1394.3,1643.6,124.97,229.392,68386,281.63
03/15/2012,1.7983,1402.6,1658.23,123.55,229.392,68259,281.63
03/16/2012,1.8003,1404.2,1660.65,125.81,229.392,67749,281.63
03/19/2012,1.8207,1409.8,1664.55,125.71,229.392,67685,281.63
03/20/2012,1.8137,1405.5,1650.35,124.12,229.392,67725,281.63
03/21/2012,1.8226,1402.9,1650.5,124.2,229.392,67297,281.63
03/22/2012,1.8187,1392.8,1644.85,123.14,229.392,66860,281.63
03/23/2012,1.8093,1397.1,1662.26,125.13,229.392,65831,281.63
03/26/2012,1.8168,1416.5,1689.98,125.65,229.392,65818,281.63
03/27/2012,1.8212,1412.5,1680.05,125.54,229.392,66683,281.63
03/28/2012,1.8222,1405.5,1662.18,124.16,229.392,66032,281.63
03/29/2012,1.8217,1403.3,1661.38,122.39,229.392,65074,281.63
03/30/2012,1.8257,1408.5,1668.9,122.88,229.392,64875,281.63
04/02/2012,1.8319,1419,1677.75,125.43,230.085,64515,282.27
04/03/2012,1.8247,1413.4,1645.33,124.86,230.085,65218,282.27
04/04/2012,1.8256,1399,1620.23,122.34,230.085,64301,282.27
04/05/2012,1.8211,1398.1,1631.25,123.43,230.085,63518,282.27
04/06/2012,1.8211,1398.1,1639.49,123.43,230.085,63518,282.27
04/09/2012,1.8165,1382.2,1641.28,122.67,230.085,63690,282.27
04/10/2012,1.8329,1358.6,1660.35,119.88,230.085,62922,282.27
04/11/2012,1.8351,1368.7,1657.95,120.18,230.085,61741,282.27
04/12/2012,1.8264,1387.6,1675.48,121.71,230.085,61300,282.27
04/13/2012,1.8366,1370.3,1659,121.83,230.085,63039,282.27
04/16/2012,1.8466,1369.6,1652.1,118.68,230.085,62120,282.27
04/17/2012,1.8604,1390.8,1649.9,118.78,230.085,61959,282.27
04/18/2012,1.8782,1385.1,1642.07,117.97,230.085,62696,282.27
04/19/2012,1.8799,1376.9,1643.6,118,230.085,63007,282.27
04/20/2012,1.8717,1378.5,1642.7,118.76,230.085,62620,282.27
04/23/2012,1.8799,1366.9,1638.7,118.71,230.085,62494,282.27
04/24/2012,1.8816,1372,1641,118.16,230.085,61537,282.27
04/25/2012,1.8781,1390.7,1644.7,119.12,230.085,61989,282.27
04/26/2012,1.8847,1400,1656.9,119.92,230.085,61750,282.27
04/27/2012,1.8853,1403.4,1662.05,119.83,230.085,62203,282.27
04/30/2012,1.908,1397.9,1664.36,119.47,230.085,61691,282.27
05/01/2012,1.9037,1405.8,1662.1,119.66,229.815,61691,282.63
05/02/2012,1.9235,1402.3,1653.5,118.2,229.815,61820,282.63
05/03/2012,1.9082,1391.6,1635.76,116.08,229.815,62427,282.63
05/04/2012,1.9265,1369.1,1642.83,113.18,229.815,62104,282.63
05/07/2012,1.9187,1369.6,1639.15,113.16,229.815,60802,282.63
05/08/2012,1.9388,1363.7,1605,112.73,229.815,61218,282.63
05/09/2012,1.971,1354.6,1589.34,113.2,229.815,60346,282.63
05/10/2012,1.9524,1358,1593.66,112.73,229.815,59796,282.63
05/11/2012,1.9655,1353.4,1580.05,112.26,229.815,59703,282.63
05/14/2012,1.9946,1338.3,1556.85,111.57,229.815,59443,282.63
05/15/2012,2.001,1330.7,1544.45,112.24,229.815,57540,282.63
05/16/2012,1.9995,1324.8,1540.05,111.71,229.815,56245,282.63
05/17/2012,2.0087,1304.9,1574,107.49,229.815,55886,282.63
05/18/2012,2.0225,1295.2,1593.09,107.14,229.815,54032,282.63
05/21/2012,2.0412,1316,1592.65,108.81,229.815,54516,282.63
05/22/2012,2.0904,1316.6,1568.95,108.41,229.815,56586,282.63
05/23/2012,2.0306,1318.9,1562,105.56,229.815,55039,282.63
05/24/2012,2.028,1320.7,1559,106.55,229.815,54620,282.63
05/25/2012,1.9843,1317.8,1573.45,106.83,229.815,54062,282.63
05/28/2012,1.983,1317.8,1573.33,107.11,229.815,54467,282.63
05/29/2012,1.9894,1332.4,1555.75,106.68,229.815,55214,282.63
05/30/2012,2.0157,1313.3,1562.45,103.47,229.815,54632,282.63
05/31/2012,2.0221,1310.3,1560.7,101.87,229.815,53805,282.63
06/01/2012,2.0398,1278,1626.25,98.43,229.478,54488,282.71
06/04/2012,2.0558,1278.2,1618.4,98.85,229.478,53408,282.71
06/05/2012,2.024,1285.5,1617.1,98.84,229.478,53413,282.71
06/06/2012,2.0325,1315.1,1620.4,100.64,229.478,52486,282.71
06/07/2012,2.0315,1315,1589,99.93,229.478,52486,282.71
06/08/2012,2.0206,1325.7,1594.45,99.47,229.478,54150,282.71
06/11/2012,2.065,1308.9,1596.45,98,229.478,54434,282.71
06/12/2012,2.0676,1324.2,1610.05,97.14,229.478,54001,282.71
06/13/2012,2.0716,1314.9,1618.35,97.13,229.478,55041,282.71
06/14/2012,2.0564,1329.1,1623.32,97.03,229.478,55641,282.71
06/15/2012,2.0482,1342.8,1626.76,97.61,229.478,55349,282.71
06/18/2012,2.0631,1344.8,1628.4,96.05,229.478,56066,282.71
06/19/2012,2.0277,1358,1618.07,95.76,229.478,56210,282.71
06/20/2012,2.0251,1355.7,1605.9,92.69,229.478,57196,282.71
06/21/2012,2.0628,1325.5,1565.3,89.23,229.478,57162,282.71
06/22/2012,2.0665,1335,1572.15,90.98,229.478,55518,282.71
06/25/2012,2.061,1313.7,1584.6,91.01,229.478,55406,282.71
06/26/2012,2.0724,1320,1572.15,93.02,229.478,53806,282.71
06/27/2012,2.0757,1331.8,1574.3,93.5,229.478,53837,282.71
06/28/2012,2.0755,1329,1551.9,91.36,229.478,53107,282.71
06/29/2012,2.0092,1362.2,1598.6,97.8,229.478,52656,282.71
07/02/2012,1.9847,1365.5,1596.35,97.34,229.104,54355,283.14
07/03/2012,2.0154,1374,1616.65,100.68,229.104,54704,283.14
07/04/2012,2.0274,1374,1615.63,99.77,229.104,55780,283.14
07/05/2012,2.0192,1367.6,1604.75,100.7,229.104,56083,283.14
07/06/2012,2.0278,1354.7,1582.9,98.19,229.104,56376,283.14
07/09/2012,2.0311,1352.5,1587.15,100.32,229.104,56376,283.14
07/10/2012,2.0328,1341.5,1566.5,97.97,229.104,55392,283.14
07/11/2012,2.0338,1341.5,1576.9,100.23,229.104,53708,283.14
07/12/2012,2.0371,1334.8,1572.4,101.07,229.104,53564,283.14
07/13/2012,2.0367,1356.8,1589.05,102.4,229.104,53422,283.14
07/16/2012,2.0343,1353.6,1589.35,103.55,229.104,54316,283.14
07/17/2012,2.0207,1363.7,1582.75,104,229.104,53403,283.14
07/18/2012,2.022,1372.8,1573.8,105.16,229.104,53909,283.14
07/19/2012,2.0114,1376.5,1582.05,107.8,229.104,54588,283.14
07/20/2012,2.0233,1362.7,1583.63,106.83,229.104,55337,283.14
07/23/2012,2.0382,1350.5,1576.9,103.26,229.104,54183,283.14
07/24/2012,2.0467,1338.3,1580.5,103.42,229.104,53038,283.14
07/25/2012,2.0328,1337.9,1605.38,104.38,229.104,52658,283.14
07/26/2012,2.0202,1360,1616.2,105.26,229.104,52638,283.14
07/27/2012,2.0208,1386,1623.28,106.47,229.104,54024,283.14
07/30/2012,2.0395,1385.3,1621.1,106.2,229.104,56551,283.14
07/31/2012,2.0563,1379.3,1613.9,104.92,229.104,57243,283.14
08/01/2012,2.0441,1375.1,1599.2,105.96,230.379,56091,283.55
08/02/2012,2.049,1365,1590.35,105.9,230.379,56289,283.55
08/03/2012,2.0275,1391,1604.3,108.94,230.379,55524,283.55
08/06/2012,2.0305,1394.2,1611,109.55,230.379,57255,283.55
08/07/2012,2.0275,1401.3,1611.18,112,230.379,58343,283.55
08/08/2012,2.0195,1402.2,1611.9,112.14,230.379,57723,283.55
08/09/2012,2.012,1402.8,1617.7,113.22,230.379,58950,283.55
08/10/2012,2.0137,1405.9,1620.05,112.95,230.379,58774,283.55
08/13/2012,2.0197,1404.1,1610.15,113.6,230.379,59281,283.55
08/14/2012,2.0259,1403.9,1598.65,114.03,230.379,59123,283.55
08/15/2012,2.0218,1405.5,1603.38,116.25,230.379,58083,283.55
08/16/2012,2.0166,1415.5,1614.8,116.9,230.379,58190,283.55
08/17/2012,2.0145,1418.2,1615.8,113.71,230.379,59443,283.55
08/20/2012,2.0165,1418.1,1620.7,113.7,230.379,59083,283.55
08/21/2012,2.0156,1413.2,1638.5,114.64,230.379,59298,283.55
08/22/2012,2.0155,1413.5,1654,114.91,230.379,58918,283.55
08/23/2012,2.0231,1402.1,1670.65,115.01,230.379,59382,283.55
08/24/2012,2.0266,1411.1,1670.35,113.59,230.379,58511,283.55
08/27/2012,2.0338,1410.4,1664.1,112.26,230.379,58424,283.55
08/28/2012,2.043,1409.3,1667.03,112.58,230.379,58109,283.55
08/29/2012,2.0496,1410.5,1656.55,112.54,230.379,58414,283.55
08/30/2012,2.0484,1399.5,1656.15,112.65,230.379,57366,283.55
08/31/2012,2.028,1406.6,1691.15,114.57,230.379,57257,283.55
09/03/2012,2.0321,1406.6,1692.4,115.78,231.407,57065,284.12
09/04/2012,2.042,1404.9,1696.4,114.18,231.407,57272,284.12
09/05/2012,2.0391,1403.4,1693.65,113.09,231.407,56236,284.12
09/06/2012,2.0274,1432.1,1701.65,113.49,231.407,56868,284.12
09/07/2012,2.0274,1437.9,1736.5,114.25,231.407,56868,284.12
09/10/2012,2.0221,1429.1,1725.8,114.81,231.407,58325,284.12
09/11/2012,2.016,1433.6,1731.75,115.4,231.407,58405,284.12
09/12/2012,2.0264,1436.6,1731.5,115.96,231.407,59429,284.12
09/13/2012,2.0206,1460,1766.9,116.9,231.407,59921,284.12
09/14/2012,2.0113,1465.8,1772.48,116.66,231.407,61955,284.12
09/17/2012,2.0321,1461.2,1761.45,113.79,231.407,62106,284.12
09/18/2012,2.0226,1459.3,1770.95,112.03,231.407,61806,284.12
09/19/2012,2.0235,1461,1769.8,108.19,231.407,61806,284.12
09/20/2012,2.0205,1460.3,1766.7,110.03,231.407,61652,284.12
09/21/2012,2.0213,1460.2,1773.05,111.42,231.407,61695,284.12
09/24/2012,2.0258,1456.9,1764.15,109.81,231.407,61319,284.12
09/25/2012,2.0306,1441.6,1760.65,110.45,231.407,61913,284.12
09/26/2012,2.0355,1433.3,1752.2,110.04,231.407,60506,284.12
09/27/2012,2.0285,1447.2,1777.9,112.01,231.407,60483,284.12
09/28/2012,2.0255,1440.7,1771.22,112.39,231.407,60240,284.12
10/01/2012,2.026,1444.5,1774.4,112.19,231.317,59171,284.71
10/02/2012,2.025,1445.8,1778,111.57,231.317,59575,284.71
10/03/2012,2.0214,1451,1779.15,108.17,231.317,59222,284.71
10/04/2012,2.0174,1461.4,1790.55,112.58,231.317,58627,284.71
10/05/2012,2.03,1460.9,1780.98,112.02,231.317,58460,284.71
10/08/2012,2.029,1455.9,1774.9,111.82,231.317,58572,284.71
10/09/2012,2.0355,1441.5,1764.15,114.5,231.317,59319,284.71
10/10/2012,2.042,1432.6,1762.55,114.33,231.317,58944,284.71
10/11/2012,2.0415,1432.8,1768.8,115.71,231.317,58460,284.71
10/12/2012,2.0436,1428.6,1754.25,114.62,231.317,58460,284.71
10/15/2012,2.0353,1440.1,1736.1,115.8,231.317,59164,284.71
10/16/2012,2.032,1454.9,1747.8,115.07,231.317,59602,284.71
10/17/2012,2.0316,1460.9,1750.3,113.22,231.317,59742,284.71
10/18/2012,2.0256,1457.3,1741.7,112.42,231.317,60087,284.71
10/19/2012,2.027,1433.2,1720.9,110.14,231.317,59701,284.71
10/22/2012,2.0238,1433.8,1729.45,109.44,231.317,58925,284.71
10/23/2012,2.0265,1413.1,1708.7,108.25,231.317,58679,284.71
10/24/2012,2.0245,1408.8,1702.43,107.85,231.317,57686,284.71
10/25/2012,2.0245,1413,1711.8,108.49,231.317,57161,284.71
10/26/2012,2.0265,1411.9,1711.35,109.55,231.317,57833,284.71
10/29/2012,2.0333,1411.9,1709.85,109.44,231.317,57267,284.71
